	expression	promoter.meth	gene.meth
Olfr228	-4.16719	40.686275	36
Olfr229	-4.16719	95	87.87879
Olfr23	-4.16719	0	0
Olfr231	-4.16719	0	0
Olfr235	-4.16719	0	33.333332
Olfr237-ps1	-4.16719	15.833333	46.875
Olfr239	-4.16719	0	7.575758
Olfr24	-4.16719	96	84.88096
Olfr243	-4.16719	30	25
Olfr248	-4.16719	93.19728	96.031746
Olfr25	-4.16719	62.5	0
Olfr250	-4.16719	0	25
Olfr251	-4.16719	100	100
Olfr259	-4.16719	0	3.125
Olfr26	-4.16719	6.818182	25
Olfr262	-4.16719	62.962967	79.16667
Olfr263	-4.16719	0	2.3809526
Olfr266	-4.16719	29.166668	48.78788
Olfr267	-4.16719	31.031748	57.113094
Olfr27	-4.16719	3.3333333	23.299664
Olfr270	-4.16719	16.666666	15.384615
Olfr272	-4.16719	10	2.218045
Olfr273	-4.16719	1.8518519	2.0325203
Olfr275	-4.16719	3.2894738	0
Olfr279	-4.16719	2.0833333	0.3968254
Olfr281	-4.16719	3.5714285	2.983539
Olfr282	-4.16719	3.6585367	0.5241935
Olfr283	-4.16719	97.17262	98.27586
Olfr284	-4.16719	2.962963	0.96153855
Olfr285	-4.16719	6.349207	12.5
Olfr286	-4.16719	6.0360365	3.5714285
Olfr287	-4.16719	2.3529413	1.59127
Olfr288	-4.16719	2.2222223	25.561039
Olfr290	-4.16719	0	7.619048
Olfr291	-4.16719	0	3.5714285
Olfr292	-4.16719	60.952385	12.794118
Olfr293	-4.16719	68.75	74.07407
Olfr294	-4.16719	7.894737	3.0303032
Olfr295	-4.16719	0	8.333333
Olfr297	-4.16719	22.222223	25
Olfr298	-4.16719	0	0
Olfr299	-4.16719	0	0
Olfr3	-4.16719	NA	57.26191
Olfr30	-2.4302247	9.310345	16.531532
Olfr301	-4.16719	3.125	12.573099
Olfr303	-4.16719	6.25	1.8300654
Olfr304	-4.16719	0	3.5714285
Olfr305	-4.16719	0	16.666666
Olfr307	-4.16719	3.0303032	22.222221
Olfr308	-4.16719	8.333333	21.190477
Olfr309	-4.16719	0	4.8076925
Olfr31	0.15473793	18.039217	39.166668
Olfr310	-4.16719	92.85715	89.28571
Olfr311	-4.16719	12.285714	7.142857
Olfr312	-4.16719	8.333333	1.0416667
Olfr313	-4.16719	5.263158	2.5
Olfr314	-4.16719	1.7241379	3.275862
Olfr315	-4.0151873	9.021739	7.5975533
Olfr316	-4.0151873	16.666666	18.939394
Olfr317	-4.16719	0	1.234568
Olfr318	-4.16719	71.65179	62.5
Olfr319	-4.16719	6.2500005	10.119048
Olfr32	-4.16719	27.083334	21.428572
Olfr320	-4.16719	9.42029	4.4871798
Olfr323	-4.16719	2.469136	2.9017859
Olfr324	-4.16719	1.6071428	1.6666667
Olfr325	-4.16719	1.3333334	17.410713
Olfr328	-4.16719	12.121213	6.818182
Olfr33	-2.015187	11.363636	17.261906
Olfr330	-4.16719	0	13.585435
Olfr331	-4.16719	0	1.9841269
Olfr332	-4.16719	3.5714285	0.5882353
Olfr338	-4.16719	7.5	6.25
Olfr339	-4.16719	4.1666665	9.166667
Olfr340	-4.16719	85	86.42857
Olfr341	-4.16719	36.666668	93.22917
Olfr342	-4.16719	12.962963	37.586582
Olfr344	-4.16719	0	10
Olfr345	-4.16719	19.444445	47.166668
Olfr346	-4.16719	30.952381	22.321428
Olfr347	-4.16719	0	58.333336
Olfr348	-4.16719	0	10.416667
Olfr350	-4.16719	72.22222	63.333336
Olfr351	-4.16719	0	0
Olfr352	-4.16719	3.7037039	16.964285
Olfr353	-4.16719	28	24.479168
Olfr354	-4.16719	9.090909	31.481483
Olfr355	-4.16719	24.166666	31.666668
Olfr356	-4.16719	44.285713	45.64626
Olfr357	-4.16719	0	53.333336
Olfr358	-4.16719	33.333336	5.357143
Olfr360	-4.16719	0	7.19697
Olfr361	-4.16719	91.66667	90.41667
Olfr362	-4.16719	2.2916667	5.4666667
Olfr364-ps1	-4.16719	45.833336	35.625
Olfr365	-4.16719	30.555555	59.166668
Olfr366	-4.16719	22.916668	13.398693
Olfr367-ps	-4.16719	69.44445	22.395834
Olfr368	-4.16719	4.1666665	1.9557824
Olfr370	-4.16719	1.7857143	1.5873017
Olfr371	-1.4302245	10.000001	0
Olfr372	-4.16719	5.3846154	3.0434783
Olfr373	-4.16719	8.333333	5.555556
Olfr374	-4.16719	2.898551	10.377358
Olfr376	-4.16719	5	7.5
Olfr377-ps1	-4.16719	0	13.194446
Olfr378	-4.16719	8.888889	39.583336
Olfr38	-4.16719	0	0
Olfr380	-4.16719	36.666668	15.244445
Olfr381	-4.16719	20	16.666668
Olfr382	-4.16719	0	33.333336
Olfr384	-4.16719	10	6.6666665
Olfr385	-4.16719	28.571428	14.761905
Olfr387-ps1	-4.16719	8.333334	15.476191
Olfr389	-4.16719	63.88889	49.385967
Olfr39	-4.0151873	100	97.89474
Olfr390	-4.16719	31.25	55.66667
Olfr392	-4.16719	5.5555553	36.904762
Olfr393	-4.16719	NA	5.555556
Olfr394	-4.16719	0	12.5
Olfr395	-4.16719	14.285714	33.333332
Olfr397	-4.16719	14.285714	32.40741
Olfr398	-4.16719	1.7857143	17.058455
Olfr399	-4.16719	75	60.897438
Olfr401	-4.16719	15.972222	29.369747
Olfr402	-4.16719	25	62.424244
Olfr403	-4.16719	25.925926	58.333332
Olfr405-ps1	-4.16719	7.4074078	31.697968
Olfr406-ps	-4.16719	62.5	9.117284
Olfr410	-4.16719	5	20.777779
Olfr411	-4.16719	2.5641026	13.725491
Olfr412	-4.16719	5	18.297619
Olfr414	-4.16719	42.87356	17.09596
Olfr417	-4.16719	45.714287	97.77778
Olfr418-ps1	-4.16719	4.166667	8.068783
Olfr419	-4.16719	0	19.210526
Olfr420	-4.16719	88.888885	95.45977
Olfr421	-4.16719	76.38889	94.583336
Olfr424	-4.16719	40.27778	84.61539
Olfr427	-4.16719	1.9230769	4.166667
Olfr429	-4.16719	3.4693878	3.9166667
Olfr43	-4.16719	31.25	22.5
Olfr430	-4.16719	6.3492064	16.495726
Olfr432	-4.16719	0	0
Olfr433	-4.16719	1.7142856	2.820513
Olfr434	-4.16719	18.75	17.727272
Olfr435	-4.16719	6.666667	33.333332
Olfr437	-4.16719	38.88889	16.203705
Olfr44	-4.16719	0	4.3326626
Olfr441	-4.16719	25	66.666664
Olfr443-ps1	-4.16719	2.777778	8.333334
Olfr444	-4.16719	0	16.666668
Olfr446	-4.16719	0	0
Olfr447	-4.16719	13.888889	4.2443066
Olfr448	-4.16719	8.333333	3.263889
Olfr449	-4.16719	6.5789475	6.02381
Olfr45	-4.16719	10.833333	4.5833335
Olfr450	-4.16719	20.833334	18.47826
Olfr452	-4.16719	10.714286	0
Olfr453	-4.16719	7.5	1.5625
Olfr455	-4.16719	71.969696	13.677778
Olfr456	-4.16719	100	98.333336
Olfr457	-4.16719	100	97.05882
Olfr458	-4.16719	89.7436	100
Olfr459	-4.16719	5.555556	3.409091
Olfr46	-4.16719	0	0
Olfr460	-2.015187	28.508774	0.952381
Olfr461	-1.4302245	98.333336	95.652176
Olfr462	-4.16719	6.1342597	4.325397
Olfr463	-4.16719	4.3750005	6.4583335
Olfr464	-4.16719	71.938774	31.04911
Olfr466	-4.16719	5	5
Olfr467	-4.16719	0	61.904762
Olfr469	-4.16719	0	0
Olfr47	-4.16719	0	15.384615
Olfr470	-4.16719	4.761905	1.6666667
Olfr472	-4.16719	54.761906	22.043653
Olfr473	-4.16719	100	100
Olfr474	-4.16719	100	97.61904
Olfr476	-4.16719	100	100
Olfr477	-4.16719	93.88889	98.4375
Olfr478	-4.16719	12.5	30.952381
Olfr479	-4.16719	90	81.48148
Olfr48	-4.16719	0	1.234568
Olfr480	-4.16719	40	87.5
Olfr481	-4.16719	5.555556	4.545455
Olfr482	-4.16719	0	4.4444447
Olfr483	-4.16719	15	4.848485
Olfr484	-4.16719	0	0
Olfr486	-4.16719	11.111111	1.7857144
Olfr487	-4.16719	0	6.0606065
Olfr488	-4.16719	50	17.916666
Olfr49	-4.16719	68.426506	99.10714
Olfr490	-4.16719	26.190477	14.761905
Olfr491	-4.16719	2.777778	12.5
Olfr493	-4.16719	0	37.121212
Olfr494	-4.16719	100	0
Olfr495	-4.16719	6.111111	2.5
Olfr497	-4.16719	13.888889	4.4444447
Olfr498	-4.16719	3.5714288	0
Olfr5	-2.4302247	1.3333334	16.041668
Olfr50	-4.16719	31.25	63.888885
Olfr502	-4.16719	0	1.7857143
Olfr503	-4.16719	10.714286	5.5555553
Olfr504	-4.16719	83.333336	66.666664
Olfr506	-4.16719	100	80
Olfr507	-4.16719	85.71429	50
Olfr508	-4.16719	0	13.174603
Olfr509	-4.16719	12.5	22.727272
Olfr51	-4.16719	6.25	7.5
Olfr510	-4.16719	50	79.16667
Olfr512	-4.16719	0	47.954544
Olfr513	-4.16719	38.88889	60.049023
Olfr514	-4.16719	66.666664	79.16667
Olfr516	-4.16719	16.071428	18.75
Olfr517	-4.16719	14.384921	4.699248
Olfr518	-4.16719	15.625	18.055555
Olfr519	-4.16719	0	7.6923075
Olfr52	-4.16719	32.619045	90.625
Olfr520	-4.16719	100	96.15385
Olfr521	-4.16719	1.6129032	3.125
Olfr522	-4.16719	4.0873017	8
Olfr523	-4.16719	6.6666665	6.1363635
Olfr524	-4.16719	0	4.230769
Olfr525	-4.16719	5.5555553	4.1476884
Olfr527	-4.16719	6.9444447	7.2380958
Olfr53	-4.16719	33.333336	56.57895
Olfr530	-4.16719	9.210526	15.882353
Olfr531	-4.16719	1.4814816	1.5625
Olfr532	-4.16719	11.666667	5.1282053
Olfr533	-4.16719	10.222223	23.605442
Olfr535	-4.16719	7.3333335	13.939395
Olfr536	-4.16719	12.857142	6.9607844
Olfr538	-4.16719	33.333332	0
Olfr539	-4.16719	32.04365	24.871796
Olfr54	-4.16719	1.7543861	4.6296296
Olfr541	-4.16719	21.428572	13.888889
Olfr543	-4.16719	2.173913	3.2608695
Olfr544	-4.16719	11.111111	2.9272487
Olfr545	-4.16719	4.166667	0
Olfr547	-4.16719	3.0303032	0
Olfr548-ps1	-4.16719	1.7857143	3.8461537
Olfr549	-4.16719	0	3.9316242
Olfr55	-4.16719	0	16.666666
Olfr550	-4.16719	0	0.8547009
Olfr551	-4.16719	10.416667	1.998747
Olfr552	-4.16719	0	3.3333335
Olfr553	-4.16719	12.5	9.42029
Olfr554	-1.4302245	4.5454545	4.938272
Olfr555	-4.16719	0	8.839285
Olfr556	-4.16719	0	67.083336
Olfr557	-4.16719	7.948718	6.2179494
Olfr558	-4.16719	2.3809526	7.378473
Olfr559	-2.4302247	18.75	16.025642
Olfr56	-4.16719	0	11.294453
Olfr561	-4.16719	5.714286	2.5396826
Olfr564	-4.16719	13.888889	2.0833333
Olfr566	-4.16719	0	5.1282053
Olfr568	-4.16719	0	1.234568
Olfr569	-4.16719	0	2.631579
Olfr57	-4.16719	31.979168	86.57407
Olfr570	-4.16719	3.0303032	0
Olfr571	-4.16719	0	1.6129032
Olfr572	-4.16719	0	3.3333335
Olfr573-ps1	-4.16719	4.5454545	16.166668
Olfr574	-4.16719	3.3333333	4.52381
Olfr575	-4.16719	6.1403513	10.7568035
Olfr576	-4.16719	0	6.372549
Olfr577	-4.16719	2.2727273	12.544642
Olfr578	-4.16719	61.458336	4.8333335
Olfr58	-4.16719	64.333336	20.357143
Olfr582	-4.16719	4.761905	6.25
Olfr583	-4.16719	0	5.952381
Olfr584	-4.16719	51.190475	9.69697
Olfr585	-4.16719	43.703705	42.751324
Olfr586	-4.16719	14.285714	16.875
Olfr589	-4.16719	0	9.375
Olfr59	-4.16719	7.8125	2.6973684
Olfr591	-4.16719	0	2.8125
Olfr592	-4.16719	35	9.8
Olfr593	-4.16719	18.181818	4.3421054
Olfr594	-4.16719	0	2.25
Olfr596	-4.16719	0	0
Olfr597	-4.16719	0	0
Olfr598	-4.16719	2.777778	0
Olfr599	-4.16719	0	0.44444445
Olfr6	-4.16719	NA	15.555556
Olfr60	-4.16719	15.555556	3.5714285
Olfr600	-4.16719	0	0
Olfr601	-4.16719	0	1.1842105
Olfr603	-4.16719	91.666664	79.166664
Olfr605	-4.16719	0	3.1746032
Olfr606	-4.16719	2.2727273	0.74404764
Olfr607	-4.16719	0	1.1111112
Olfr608	-4.16719	0	0
Olfr609	-4.16719	0	4.0972223
Olfr61	-4.16719	6.25	2.820513
Olfr610	-4.16719	2.857143	4.320988
Olfr611	-4.16719	50	9.52381
Olfr612	-4.16719	5.714286	0
Olfr613	-4.16719	41.666668	3.8888888
Olfr615	-4.16719	0	6.349207
Olfr616	-4.16719	0	11.111112
Olfr617	-4.16719	0	8.333334
Olfr618	-4.16719	8.333333	5.4998035
Olfr619	-4.16719	50	16.428572
Olfr62	-4.16719	5.5555553	4.901961
Olfr620	-4.16719	16.666668	16.166668
Olfr622	-4.16719	0	5.0980396
Olfr623	-4.16719	36.666668	13.181818
Olfr624	-4.16719	20.833334	5.263158
Olfr625-ps1	-4.16719	8.333333	62.5
Olfr628	-4.16719	0	12.5
Olfr629	-4.16719	3.125	7.142857
Olfr63	-4.16719	44.04762	27.437643
Olfr630	-4.16719	10.10101	1.7307693
Olfr631	-4.16719	10.416667	15.753967
Olfr632	-4.16719	8.863636	1.3157896
Olfr633	-4.16719	0	6.060606
Olfr635	-4.16719	0	4
Olfr638	-2.4302247	4.4444447	0.617284
Olfr639	-4.16719	0.96153843	12.619047
Olfr64	-4.16719	25	6.3945575
Olfr640	-3.015187	7.142857	0.68027216
Olfr641	-4.16719	0	5.9895835
Olfr642	-4.16719	16.666666	5.797102
Olfr643	-4.16719	0	1.4705882
Olfr644	-4.16719	3.8461537	1.1111112
Olfr645	-4.16719	0	5.371428
Olfr646	-4.16719	11.111111	3.4482758
Olfr648	-4.16719	14.385965	4.268293
Olfr649	-4.16719	11.111112	9.922482
Olfr65	-4.16719	7.142857	4.3103447
Olfr651	-3.015187	32.63889	73.86364
Olfr652	-4.16719	37.5	44.61111
Olfr653	-4.16719	30.357143	48.170425
Olfr654	-4.16719	7.7380953	71.4881
Olfr655	-4.16719	6.9444447	4.388889
Olfr656	-4.16719	3.0303032	0
Olfr657	-4.16719	0	2.9411764
Olfr658	-4.16719	0	1.234568
Olfr659	-4.16719	5	21.428572
Olfr66	-4.16719	3.3549783	3.3333333
Olfr661	-4.16719	25	11.904762
Olfr664	-4.16719	35.416668	3.6243389
Olfr665	-4.16719	15	40.384617
Olfr666	-4.16719	100	100
Olfr667	-4.16719	90	100
Olfr669	-4.16719	97.5	90.55556
Olfr67	-4.16719	0	8.705357
Olfr670	-4.16719	NA	72.61905
Olfr671	-4.16719	64.583336	39.0625
Olfr672	-4.16719	8.333333	17.307692
Olfr675	-4.16719	0	4.4444447
Olfr676	-4.16719	0.9803922	0.59523815
Olfr677	-0.5557554	0	5
Olfr678	0.15473793	0	27.44589
Olfr679	-2.015187	0	4.761905
Olfr68	-4.16719	6.4814816	0
Olfr680-ps1	-4.16719	33.333332	58.166668
Olfr681	-2.015187	0	0
Olfr682-ps1	-4.16719	10	20
Olfr683	-2.015187	3.125	0
Olfr684	-1.4302245	0	1.8181819
Olfr685	-4.0151873	6.25	0
Olfr686	-4.16719	0	0
Olfr687	-4.16719	37.5	0
Olfr688	-4.16719	13.333334	23.809525
Olfr689	-4.16719	100	100
Olfr69	-4.16719	11.904762	0
Olfr690	-2.4302247	100	100
Olfr691	-3.015187	100	97.24807
Olfr692	-1.4302245	80	96.376816
Olfr693	-4.16719	60.416668	81.94444
Olfr694	-4.16719	26.282053	83.333336
Olfr695	-4.16719	100	92.38096
Olfr697	-4.16719	33.333336	69.04762
Olfr698	-4.16719	100	97.5
Olfr699	-4.16719	100	100
Olfr70	-4.16719	1	3.0769231
Olfr700	-4.16719	73.809525	100
Olfr701	-4.16719	81.666664	89.79167
Olfr702	-4.16719	66.66667	95.833336
Olfr703	-4.16719	47.45098	27.777779
Olfr704	-4.16719	0	10
Olfr705	-4.16719	75	22.222223
Olfr706	-4.16719	0	0
Olfr707	-4.16719	0	0
Olfr709-ps1	-4.16719	0	0
Olfr71	-4.16719	2.0930233	16.384615
Olfr710	-4.16719	6.388889	7.857143
Olfr711	-4.16719	16.666668	6.845238
Olfr713	-4.16719	4.1666665	1.9230769
Olfr714	-4.16719	0	5.370371
Olfr715	-4.16719	33.333336	11.904763
Olfr716	-4.16719	83.333336	95.833336
Olfr718-ps1	-2.015187	88.89493	97.356316
Olfr720	-4.16719	91.666664	100
Olfr721-ps1	-4.16719	79.545456	67.85714
Olfr722	-4.16719	NA	10.642304
Olfr723	-4.16719	37.5	3.5714285
Olfr724	-4.16719	20.833334	0
Olfr725	-4.16719	0	0
Olfr726	-4.16719	23.469387	16.507936
Olfr727	-4.16719	9.090909	0
Olfr728	-4.16719	0	3.125
Olfr729	-4.16719	0	16.666666
Olfr73	-4.16719	0	19.629631
Olfr730	-4.16719	0	0
Olfr731	-4.16719	50	70
Olfr732	-4.16719	0	10.416667
Olfr733	-4.16719	0	8.9743595
Olfr734	-4.16719	14.285714	7.2
Olfr735	-4.16719	2.5641026	3.2581456
Olfr736	-4.16719	78.484856	46.333336
Olfr738	-4.16719	2.5	0
Olfr739	-4.16719	0	2.857143
Olfr74	-4.16719	18.75	28.636364
Olfr740	-4.16719	4.3589745	0
Olfr741	-4.16719	39.880955	23.660715
Olfr742	-4.16719	13.888889	33.333336
Olfr743	-4.16719	10.416667	10.416667
Olfr744	-4.16719	33.333332	70.833336
Olfr745	-4.16719	7.142857	0
Olfr746	-4.16719	40	35
Olfr747	-4.16719	16.666666	12.5
Olfr748	-4.16719	0	15.277779
Olfr749	-4.16719	16.666666	22.07071
Olfr750	-4.16719	2.5850341	1.9607844
Olfr75-ps1	-4.16719	0	10.416667
Olfr76	-4.16719	96.15385	96.4394
Olfr761	-4.16719	58.69048	12.380953
Olfr763	-4.16719	76.85185	77.91667
Olfr765	-4.16719	19.285715	3.5714285
Olfr767	-4.16719	30	10.000001
Olfr768	-4.16719	49	45.677086
Olfr769	-4.16719	19.444445	24.166668
Olfr77	-4.16719	17.222223	17.948719
Olfr770	-4.16719	4.1666665	9.722222
Olfr771	-4.16719	0	6.4814816
Olfr775	-4.16719	41.666668	51.98413
Olfr776	-4.16719	33.333332	16.666668
Olfr777	-4.16719	15.454545	2
Olfr78	-4.16719	0	1.8551588
Olfr780	-4.16719	0	9.722222
Olfr781	-4.16719	19.444445	5.555556
Olfr784	-4.16719	12.500001	36.25
Olfr786	-4.16719	15	5.925926
Olfr787	-4.16719	4.761905	0
Olfr788	-4.16719	7.142857	13.333333
Olfr790	-4.16719	8.333334	4.090909
Olfr791	-4.16719	59.090908	72.916664
Olfr792	-4.16719	45.2381	27.916668
Olfr794	-4.16719	31.785715	85.71429
Olfr796	-4.16719	12.5	1
Olfr798	-4.16719	0	4.761905
Olfr799	-4.16719	25.000002	4.1666665
Olfr8	-4.16719	0	16.666668
Olfr800	-4.16719	0	1.25
Olfr801	-4.16719	0	0
Olfr802	-4.16719	6.25	15.833334
Olfr803	-4.16719	2.5641026	0
Olfr804	-4.16719	0	0
Olfr805	-4.16719	96.66667	77.38096
Olfr806	-4.16719	0	0
Olfr807	-4.16719	4.1666665	0
Olfr808	-4.16719	25	6.25
Olfr809	-4.16719	0	13.939395
Olfr810	-4.16719	62.5	54.166668
Olfr811	-4.16719	69.44445	81.94445
Olfr812	-4.16719	20	0
Olfr813	-4.16719	0	0
Olfr814	-4.16719	12.5	0
Olfr815	-4.16719	0	0
Olfr816	-4.16719	3.7037039	5.555556
Olfr818	-4.16719	0	2.5
Olfr819	-4.16719	25	80
Olfr820	-4.16719	4.166667	1.8518519
Olfr821	-4.16719	14.583334	29.166668
Olfr822	-4.16719	0	0
Olfr823	-4.16719	2.777778	0
Olfr824	-4.16719	0	0
Olfr825	-4.16719	0	3.0952382
Olfr826	-4.16719	0	0
Olfr827	-4.16719	4	6.3157897
Olfr828	-4.16719	84.375	100
Olfr829	-4.16719	92.121216	100
Olfr830	-4.16719	100	100
Olfr832	-4.16719	100	87.5
Olfr834	-4.16719	72.22222	89.583336
Olfr835	-4.16719	20	27.083334
Olfr836	-4.16719	44	100
Olfr843	-4.16719	0	0
Olfr844	-4.16719	93.333336	56.30953
Olfr845	-4.16719	75	28.78788
Olfr846	-4.16719	83.333336	93.75
Olfr847	-4.16719	100	100
Olfr849	-4.16719	100	100
Olfr850	-4.16719	0	5.555556
Olfr851	-4.16719	8.333334	10.714286
Olfr853	-4.16719	60	15.416667
Olfr854	-4.16719	0	0
Olfr855	-4.16719	0	13.333333
Olfr857	-4.16719	0	20
Olfr859	-4.16719	13.888889	30.833334
Olfr860	-4.16719	55.555557	26.296297
Olfr862	-4.16719	3.5714285	35.357143
Olfr866	-4.16719	0	0
Olfr867	-4.16719	16.666668	37.878788
Olfr868	-4.16719	28.571428	34.333336
Olfr869	-4.16719	4.761905	6.521739
Olfr870	-4.16719	9	17.5
Olfr871	-4.16719	26.111113	6.3636365
Olfr872	-4.16719	14.285714	29.627832
Olfr873	-4.0151873	0	41.666668
Olfr874	-4.16719	78.125	90.625
Olfr875	-4.16719	6.818182	3.5714285
Olfr876	-4.16719	0	0
Olfr877	-4.16719	98.412704	100
Olfr878	-4.16719	75	94.44444
Olfr881	-3.015187	21.428572	0
Olfr884	-4.16719	12.5	25
Olfr885	-4.16719	5.0925927	19.444445
Olfr887	-4.16719	14.285714	16.666666
Olfr888	-4.16719	15.151516	12.5
Olfr889	-4.16719	6.25	0
Olfr890	-4.16719	66.666664	16.666668
Olfr891	-4.16719	0	16.666668
Olfr893	-4.16719	25	18.518518
Olfr894	-4.16719	16.666666	8.333333
Olfr895	-4.16719	0	0
Olfr898	-4.16719	2.3809526	16.666668
Olfr9	-4.16719	5.5555553	7.575758
Olfr90	-4.16719	87.17948	57.607533
Olfr901	-4.16719	53.076923	84.52381
Olfr902	-4.16719	15.625	11.111111
Olfr904	-4.16719	16.666666	0
Olfr905	-4.16719	0	0
Olfr906	-4.16719	9.615385	0
Olfr907	-4.16719	16.666666	21.428572
Olfr91	-4.0151873	7.5	0
Olfr910	-4.16719	0	0
Olfr911-ps1	-4.16719	0	0
Olfr912	-4.16719	4.1666665	6.25
Olfr913	-4.16719	0	10
Olfr914	-4.16719	40	37.5
Olfr916	-4.16719	0	0
Olfr917	-4.16719	14.285714	0
Olfr918	-4.16719	3.3333335	0
Olfr919	-4.16719	26.190477	0
Olfr92	-4.16719	13.888889	11.666667
Olfr920	-4.16719	3.125	3.75
Olfr921	-4.16719	16.666666	10
Olfr922	-4.16719	22.361113	13.888889
Olfr923	-4.16719	12.5	0
Olfr924	-4.16719	4.761905	7.5
Olfr926	-4.16719	44.444447	60.256413
Olfr93	-4.16719	0	2.0833335
Olfr930	-4.16719	25	41.666668
Olfr933	-4.16719	30.555557	0
Olfr934	-4.16719	21.969698	12.202381
Olfr935	-4.16719	0	12.5
Olfr937	-4.16719	8.333334	22.222223
Olfr938	-4.16719	12.5	28.125
Olfr94	-4.16719	0.8695652	0.59202063
Olfr943	-4.16719	0	7.619048
Olfr944	-4.16719	52.946426	43.484848
Olfr945	-4.16719	0	0
Olfr948	-4.16719	0	0
Olfr95	-4.16719	0	1.6901408
Olfr951	-4.16719	0	12.5
Olfr952	-4.16719	25	50
Olfr954	-4.16719	7.619048	5.15873
Olfr955	-4.16719	0	0
Olfr957	-4.16719	2.5	5.714286
Olfr958	-4.16719	3.0303032	1.7543861
Olfr959	-4.16719	100	98
Olfr96	-4.16719	0	15.625
Olfr960	-4.16719	6.25	6.25
Olfr961	-4.16719	0	2.2727273
Olfr963	-4.16719	2.7777777	14.583334
Olfr965	-4.16719	0	2.2222223
Olfr967	-4.16719	0	7.4074078
Olfr968	-3.015187	4.1666665	0
Olfr969	-4.16719	0	3.7037039
Olfr97	-4.16719	0	1.8518519
Olfr970	-4.16719	0	0
Olfr971	-4.16719	0	14.8148155
Olfr972	-4.16719	40.476192	93.333336
Olfr974	-4.16719	0	1.7543861
Olfr975	-0.31474733	51.25	22.133333
Olfr976	-3.015187	100	91.66667
Olfr978	-4.16719	0	1.9444444
Olfr979	-4.16719	0	10.416667
Olfr98	-4.16719	75	58.88889
Olfr980	-4.16719	8.571429	10.714286
Olfr981	-4.16719	1	12.477478
Olfr982	-4.16719	6.5789475	1.2162162
Olfr983	-4.16719	2.1666667	7.142857
Olfr984	-4.16719	4.166667	7.8125
Olfr985	-4.16719	0	1.3888888
Olfr986	-4.16719	9.5	5.3030305
Olfr987	-4.16719	31.01852	72.61905
Olfr988	-4.16719	34.444447	76.557976
Olfr99	-4.16719	42.727272	78.63636
Olfr992	-4.16719	28.125	18.181818
Olfr993	-4.16719	45.555557	69.44445
Olfr994	-4.16719	0	51.458336
Olfr995	-4.16719	10	20.833336
Olfr996	-4.16719	37.5	38.09524
Olfr998	-4.16719	10	5
Olig1	-4.16719	2.2123895	1.7990373
Olig2	-4.16719	0	0.5169082
Olig3	-1.015187	1.3157895	1.0820895
Olr1	-4.16719	0	7.285116
Oma1	4.66077	2.1604939	87.54063
Omd	-4.16719	100	98.24561
Omg	-0.84526205	94.29723	97.53969
Omp	-2.4302247	5	3.946541
Omt2a	-4.0151873	12.637362	0
Omt2b	-4.16719	0	3.6231885
Onecut1	-2.4302247	4.4082127	35.67657
Onecut2	1.0292072	0.9398496	3.2425046
Onecut3	-4.16719	2.9569893	3.5686572
Ooep	3.1345603	0	10.855939
Oog1	-4.16719	6.25	83.333336
Oog2	-4.16719	0	52.63158
Oog3	-4.16719	19.444445	51.31579
Oog4	-4.16719	0	80.68483
Oosp1	-4.16719	1.9607844	82.07547
Opa1	6.7067666	0	86.40622
Opa3	6.169688	14.13088	70.266754
Opalin	-4.16719	9.308944	49.381058
Opcml	-3.015187	1.1764706	30.401695
Ophn1	2.342365	4.3939395	77.55628
Oplah	3.476666	45.97109	37.56744
Opn1mw	-4.16719	0	8.202077
Opn1sw	-4.16719	0	17.797068
Opn3	4.103754	1.3513514	72.25667
Opn4	0.62866914	3.2098768	1.1666667
Opn5	-4.16719	2.777778	5.0311894
Oprd1	3.0509021	0.37593985	59.806664
Oprk1	-0.69325894	38.70968	41.10255
Oprl1	-0.84526205	97.05882	98.83178
Oprm1	-1.2078321	1.8518519	63.787796
Optc	-0.43022457	0.7931727	21.462374
Optn	2.2136316	0.53763443	79.1914
Orai1	2.4442446	1.0714285	59.455677
Orai2	-2.4302247	2.952381	31.683857
Orai2-ps	-4.16719	98.73737	97.89156
Orai3	3.4026654	15.48889	15.26297
Oraov1	4.270215	0	71.92822
Orc1	5.0642977	3.062678	79.84283
Orc2	6.460546	16.458334	77.753204
Orc3	6.634069	8.673195	82.105804
Orc4	4.500513	61.11111	67.9657
Orc5	6.031937	0.32258064	84.863495
Orc6	4.5660133	11.672404	29.877306
ORF19	6.1102266	1.7123288	71.11824
ORF61	7.99639	0.38759694	78.899765
ORF63	-2.4302247	74.347824	93.59953
Orm1	-4.16719	2.0833335	5
Orm2	-4.0151873	82.75862	77.15686
Orm3	-4.16719	47.02381	52.967484
Ormdl1	3.944815	2.9347825	54.903316
Ormdl2	4.4645934	3.0065362	35.775467
Ormdl3	4.5470557	1.1168385	48.93868
Os9	7.1672072	1.4798851	56.22283
Osbp	7.433446	0.5905512	63.321297
Osbp2	2.9036763	1.7045455	83.57187
Osbpl10	3.7330058	96.60494	96.42789
Osbpl11	6.3179684	0.4032258	83.28392
Osbpl1a	4.5044494	0.91463417	87.08489
Osbpl2	6.819284	1.4066194	72.43591
Osbpl3	5.7195225	0.21505377	8.427281
Osbpl5	-0.015187042	1.6129032	36.723328
Osbpl6	2.4442446	1.2393162	19.93147
Osbpl7	0.508375	75.784485	21.974384
